Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
c1c04a55-0dd5-48e2-9cc6-76bbcc1899fd___GH_HL Leaf 340.1.JPG,Label 1,57.665354330708674,91.30814061628125,59.26150344488191,84.70667741335484,0.36245391384407344,0.2503453945711196,0.3575576029428916,0.2598065778724573,4.693282480314962,6.344658689317379,4.787955216535435,6.156860313720627,6.87206287414832,7.189249175329867,6.888494708086776,7.166780656444091,0.0023550946149743864,0.0014068769535021865,0.002302063014770562,0.001450910149634795,0.048529317066845136,0.03750835844851367,0.04797981882802979,0.03809081450474373,0.920126977108464,0.8721046044544555,0.9170948310631133,0.881322411987291
c1dfd66e-7c0c-40a7-8280-0aa1aaf5436b___GH_HL Leaf 431.JPG,Label 1,58.767531988188985,86.09684419368838,53.26199557086615,82.99441998883998,0.3551093343040796,0.24698430181762016,0.3560323952232658,0.2477643294948939,4.865834153543308,6.394692789385578,4.747723917322836,6.3596627193254385,6.760750742708778,7.055866594437441,6.749471886635997,7.059118642242063,0.0023180701268629106,0.0013941840147304822,0.0023157182544833845,0.0013947798371137696,0.0481463407421884,0.03733877361042382,0.0481219103370116,0.03734675135957303,0.9062507821837639,0.8621759402172249,0.9147575661123576,0.8671415504528134
c2c1758f-3576-4e8a-9853-5f11ac4d20d6___GH_HL Leaf 316.1.JPG,Label 1,67.46241387795277,96.98852997705997,61.20011072834645,97.88188976377955,0.348531697801975,0.23534059049214437,0.34504085843570853,0.24382170903227293,4.989357775590551,6.694153388306777,4.977177657480315,6.508959017918037,7.101957456964511,7.426616559005815,7.1088597912503415,7.396538756025575,0.0018184684806869615,0.0010383857955390287,0.0017965239787901452,0.0010999880639478558,0.04264350455446833,0.03222399409662043,0.0423854217719978,0.03316606796030931,0.9272915087996352,0.894381371418773,0.9334151229288554,0.8934189155981671
c6acee22-6c56-41a8-ae90-26c6064e0261___GH_HL Leaf 468.JPG,Label 1,50.00676673228348,71.31576663153326,42.51199557086614,77.27187054374109,0.3895984385150501,0.27928463267634207,0.37745262350096975,0.2769215750330094,3.9067421259842523,5.225122450244901,3.897576279527559,5.310682621365243,6.734346445572102,7.038417227501218,6.760332468360575,7.044816313968755,0.0025540009576112905,0.0015987759670974733,0.0024168430905221186,0.0015720504501955123,0.05053712454830894,0.03998469666131623,0.049161398378424086,0.03964909141702382,0.9512570415611546,0.9298036247983008,0.958139710773287,0.9239420773104281
c7cedd2f-dfae-4232-9cab-d75197d48948___GH_HL Leaf 226.6.JPG,Label 1,77.93239419291339,113.87327174654351,73.71358267716535,115.09944819889637,0.3358043504310278,0.22431179933371925,0.3330071117823493,0.22966406016479568,5.574249507874016,7.401698803397607,5.6013779527559056,7.3879967759935505,6.935923320127795,7.249993711012611,6.948399294115913,7.245451934891647,0.0021321340860455157,0.0012220586162295765,0.0020914048786105383,0.0012429181656676903,0.046175037477467366,0.03495795497779549,0.04573188033101786,0.0352550445421317,0.8513917671349673,0.7797132377182662,0.8580102788289156,0.7774246797885421
c8a610ce-ef41-42b4-ad46-fe82891ac4e0___GH_HL Leaf 258.JPG,Label 1,82.37057086614173,107.65248930497857,75.89511564960631,127.96490792981584,0.33410829615448956,0.223899572932694,0.3306325801149619,0.2222721075322714,5.752829724409448,7.403496806993613,5.6563115157480315,7.635315270630539,7.402043085877096,7.719848265391281,7.399366774945146,7.727252441075616,0.0014177514316942696,0.0007648437393718979,0.0013854174436864503,0.0007541381565496093,0.03765304013880247,0.027655808420147438,0.037221196161413866,0.027461576002655225,0.8886922853645126,0.8535827582551245,0.8968649253338814,0.8259692200705533
ca4e96c1-9bf0-49fb-804f-c895905c0584___GH_HL Leaf 210.2.JPG,Label 1,95.09467273622046,150.243660487321,95.18608513779527,143.56035712071426,0.34768933735436974,0.237223456876889,0.33653094334756517,0.23309380366012308,5.62296998031496,7.599479198958397,5.786847933070866,7.580693161386323,7.054899272838726,7.370946905638281,7.0923813561346405,7.3790496711787785,0.002114586809740026,0.0012562434449687548,0.0019536377573731714,0.0012040321061236084,0.04598463667074065,0.035443524725522924,0.044199974630910945,0.0346991657842607,0.9206763701385523,0.8735192358499583,0.919863988488723,0.8791452045511912
ca9e9564-bf57-4e2e-837f-a847db99a316___GH_HL Leaf 401.JPG,Label 1,67.34159694881892,112.94227788455578,68.89234744094489,100.86738173476348,0.35421438339030226,0.24639245435600018,0.348178726095587,0.2469275507790725,4.922182578740159,6.710273420546841,5.019685039370079,6.573005146010292,6.931120521858229,7.237279767437138,6.94365723552413,7.236313747073273,0.0019505744577895418,0.001215001003999156,0.001928463451653466,0.0012017276189056688,0.04416530830628879,0.03485686451761197,0.04391427389418463,0.034665943213847056,0.964672617524871,0.9402942769853327,0.9635711136520962,0.9466791482555885
caa60224-1c60-455e-8b7c-e73626af84c1___GH_HL Leaf 214.JPG,Label 1,62.63207431102363,95.50399900799802,61.07258858267717,90.95238390476781,0.343944222327801,0.23712316359053598,0.3421008036024039,0.23734501400119384,5.068097933070866,6.746357492714986,5.045521653543309,6.612623225246451,7.1989869178910775,7.515407036009261,7.192441358799432,7.496253353273272,0.0016311398589594053,0.0009252871751449995,0.0015912980434359314,0.000937814821255534,0.040387372518640094,0.030418533415419613,0.039891077240855895,0.03062376236283736,0.9287800196224194,0.8899933563363563,0.9297865660968843,0.895248426041913
cbb3f283-baaa-40b1-9e46-3414d8f74f99___GH_HL Leaf 231.1.JPG,Label 1,61.12463090551181,93.1458242916486,60.95675442913388,89.77952755905513,0.35171057028364705,0.24110365175846135,0.3495323869261875,0.2435338480847187,4.966658464566929,6.645979291958585,5.017162893700788,6.55750511501023,7.1557760703076445,7.479510397721948,7.163410015918424,7.464966164662904,0.0017692910752032441,0.0010027287089108246,0.0017331785762204341,0.0010277359509396928,0.04206294182773292,0.031665891885605,0.04163146137502783,0.03205832108735098,0.9182273766295818,0.8741799579700447,0.9179404782229467,0.8787433680996464
